title_kor,year,genre_list,play_time,director,justwatch_rating,imdb_rating,imdb_rating_average,imdb_vote_count,synopsis,poster_src
사일런트 레이크,-2017,"['스릴러 , 범죄 , 드라마']",1시간 23분,Oren Uziel,68%,6.3 (13k),6.3,130,"은행 강도를 쫓는 보안관. 그가 자신의 형을 포함한 세 명의 강도를 상대로 정의를 실현한다. 시간을 역주행하면서 전개되는, 무겁고도 경쾌한 범죄 스릴러",https://images.justwatch.com/poster/9603992/s592
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,-2018,['코미디'],1시간 14분,Marcus Raboy,74%,7.1 (2k),7.1,20,"Comedians and writers Steve Martin and Martin Short perform a live comedy set with music by The Steep Canyon Rangers and jazz pianist, Jeff Babko, at the Peace Center in Greenville, South Carolina.",https://images.justwatch.com/poster/63395598/s592
염소를 잡아라,-2021,"['코미디 , 액션 , 범죄']",1시간 37분,Vitor Brandt,73%,6.2 (1k),6.2,10,"마을의 마스코트 염소, 셀레스치나를 찾아라! 그동안 무시만 당하던 경찰 둘이 힘을 합쳐 최대 작전을 시작한다. 사라진 염소가 거대 범죄 조직으로 안내할 줄은 꿈에도 모른 채.",https://images.justwatch.com/poster/242968501/s592
모비딕,-2011,"['공포 , 스릴러 , 액션 , Made in Europe']",1시간 52분,Park In-je,73%,6.3,6.3,1,"1994년 11월 20일 서울 근교 발암교에서 일어난 의문의 폭발 사건. 사건을 추적하던 열혈 사회부 기자 이방우 앞에 어느 날 오랫동안 연락이 끊겼던 고향 후배 윤혁이 나타난다. 그는 일련의 자료들을 건네며 발암교 사건이 보여지는 것과 달리, 조작된 사건임을 암시한다. 발암교 사건의 진실을 파헤치기 위해 이방우는 동료 기자 손진기, 성효관과 특별 취재팀을 꾸리는데… 하지만 취재를 방해하는 의문의 일당들로 인해 그들은 위험에 처하게 된다. 서서히 정체를 드러내는 정부 위의 정부, 검은 그림자 조직. 이들은 누구이며, 이들의 목적은 무엇인가.",https://images.justwatch.com/poster/10396095/s592
태극권,-2005,['액션'],1시간 30분,Tun Ping Yang,None,1.0 (1),1,1,"동문이자 둘도 없는 친구인 룽과 후. 두 사람 모두 태극권을 사랑하지만, 무술을 대하는 마음가짐에 차이가 있다. 옛 방식을 고수하며 무술에 돈이 엮이는 일을 경계하는 룽과 시대의 흐름에 발맞춰 태극권을 더 널리 알리려는 후는 결국 크게 싸우고 서로의 길을 찾는다. 몇 년 후, 룽은 고아원과 무술 학교를 운영하며 자금난에 허덕이지만 후는 큰 성공을 거두고 젊고 아름다운 약혼녀까지 얻는다. 후는 여전히 고집을 꺾지 않는 룽에게 무술 시합을 제안하는데…",https://images.justwatch.com/poster/125109358/s592
당신의 눈을 속이다: 세기의 미술품 위조 사건,-2020,"['다큐멘터리 , 범죄']",1시간 36분,Barry Avrich,76%,7.0 (3k),7,30,"추상표현주의 대가들의 미공개 미술품을 들고 뉴욕의 한 갤러리를 찾아온 여성. 검증되지 않은 출처, 터무니없이 싼 가격, 탐욕에 눈이 멀어 여러 허점을 무시한 딜러와 전문가들. 미국 미술 역사상 최악의 사기극은 그렇게 시작되었다.",https://images.justwatch.com/poster/257806880/s592
유니콘 스토어,-2017,"['판타지 , 코미디 , 드라마']",1시간 32분,Brie Larson,64%,5.5 (18k),5.5,180,"재능을 꽃피우지 못하고 미대를 중퇴한 키트. 더는 꿈만 좇으며 살지 않고자, 회사에 취직한다. 그런 그녀 앞에 나타난 신비한 상점. 이곳에서 유니콘을 데려올 수 있다고?",https://images.justwatch.com/poster/120463323/s592
퍼프: 산호초의 경이로움,-2021,"['다큐멘터리 , 가족']",59min,Nick Robinson,84%,7.1,7.1,1,작지만 환상적인 생명체로 가득한 경이로운 세상. 아기 복어 한 마리가 산호초 속 세상을 탐험한다. 그레이트배리어리프 어딘가에 있을 나만의 집을 찾아.,https://images.justwatch.com/poster/256519236/s592
거북이 달린다,-2009,"['코미디 , 액션 , 범죄 , 드라마 , 스릴러']",1시간 57분,Lee Yeon-woo,70%,6.6,6.6,1,"대한민국을 농락한 신출귀몰 탈주범이 예산에 나타났다! 하는 일이라곤 지역 발전을 위한 소싸움 대회 준비뿐인 시골마을 예산의 형사 조필성. 다섯 살 연상의 마누라 앞에서는 기 한번 못 펴는 한심한 남편이지만, 딸래미의 학교 일일교사 1순위로 꼽힐 정도로 마을에서는 나름 알아주는 형사다. 소싸움 대회를 준비하던 필성은 강력한 우승후보에 대한 정보를 입수하고, 훔쳐 나온 마누라의 쌈짓돈으로 결국 큰 돈을 따게 된다. 난생처음 마누라 앞에서 큰소리 칠 생각에 목이 메이는 조필성. 그러나 기쁨도 잠시! 갑자기 나타난 어린 놈에게 순식간에 돈을 빼앗기고 마는데, 그 놈은 바로 몇 년 전 전국을 떠들썩하게 만들었다가 행방이 묘연해진 탈주범 송기태.  질긴 시골형사의 징한 한판! 흙먼지 날리는 필살기 한방을 날린다! 희대의 탈주범을 눈 앞에서 놓친 필성은 모두에게 그 사실을 알리지만 이런 시골마을에 송기태가 나타났다는 그의 말을 아무도 믿지 않는다. 잃어버린 돈도 찾고, 딸래미 앞에서 영웅이 되고 싶은 마음에 직접 송기태의 은신처를 찾아 덮치지만 이번에는 송기태에게 새끼손가락까지 잘리는 수모를 당한다. 게다가 이 날의 사건이 언론에 공개되자, 예산서 형사들은 탈주범을 놓친 무능한 시골형사로 전락하고 필성은 형사직에서 물러나게 된다.  돈, 명예, 그리고 마지막 자존심까지 빼앗긴 필성.  그 놈을 반드시 자신의 손으로 잡아 형사로서, 그리고 한 남자로서의 명예회복을 위해 본격적으로 나서는데…",https://images.justwatch.com/poster/179540077/s592
식스 빌로우,-2017,"['스릴러 , 드라마 , 스포츠']",1시간 37분,Scott Waugh,65%,5.7 (7k),5.7,70,"동계올림픽 국가대표 하키 선수 출신의 '에릭'. 눈 보라 속에 갇혀 시에라 네바다 산맥, 매머드 산에서 완전하게 고립되다! 평균 기온 영하 14℃, 밤이 되면 영하40℃  라디오, 핸드폰 등의 통신 수신 불가  식량과 물은 전혀 없고 숲속의 굶주린 늑대 뿐…  그가 의지할 수 있는 건 배터리가 떨어지고 있는 라디오, 핸드폰 그리고 스노보드  삶과 죽음, 희망과 절망의 경계에서 비로소 깨어나는 살고자 하는 본능. 가장 강렬한 생존 실화가 시작된다!",https://images.justwatch.com/poster/47077904/s592
크리스마스 캐슬,-2021,"['로맨스 , 코미디 , 가족']",1시간 38분,Mary Lambert,65%,5.5 (11k),5.5,110,"논란에 휩싸여 스코틀랜드로 여행을 떠난 유명 베스트셀러 작가. 꿈에 그리던 성을 보고 당장 사려 하지만, 까칠한 성 주인이 쉽게 내주질 않는다. 사사건건 부딪치기만 하니 타협할 수 있을까?",https://images.justwatch.com/poster/256448653/s592
우정의 조건,-2017,"['드라마 , 스포츠 , 코미디 , Made in Europe']",1시간 35분,John Butler,78%,7.1 (13k),7.1,130,전교생이 럭비에 목숨 건 기숙 학교. 새로 전학 온 자칭 왕따가 교내 럭비 스타와 룸메이트가 되면서 모두의 예상을 뛰어넘은 기묘한 우정이 탄생한다.,https://images.justwatch.com/poster/9325307/s592
7년,-2016,"['드라마 , Made in Europe']",1시간 17분,Roger Gual,72%,6.8 (4k),6.8,40,"다 같이 저지른 범죄의 대가, 누가 치러야 하는가? 이제 동업자 친구 넷의 우정과 신뢰가 시험대에 오르고 숨어 있던 잔인함이 모습을 드러낸다.",https://images.justwatch.com/poster/141955090/s592
무간도 3: 종극무간,-2003,"['드라마 , 액션 , 범죄 , 스릴러']",1시간 58분,"Andrew Lau ,  Alan Mak",75%,6.9 (13k),6.9,130,"영인(양조위)이 죽고 난 다음인 2002년, 자신의 정체를 아는 모든 이들을 제거했지만 유건명(유덕화)은 과거로부터 풀려나지 못한다. 새로운 적수가 등장했기 때문이다. 실적을 위해서라면 냉혹한 수단도 마다지 않는 보안반장 양금영(여명)이 자신의 뒤를 캐기 시작한 것. 그러나 마침 한침과 거래했던 본토 조직의 보스 심등(진도명)이 양 반장과 유착됐다는 사실을 포착하자 유건명은 양 반장과 심등의 관계를 수사하지만,  삼합회에 맞서는 또다른 범죄조직의 보스 심등과 양 반장이 얽혀 있는 놀라운 비밀들을 마주하게 되는데...",https://images.justwatch.com/poster/189929518/s592
열일곱,-2019,"['드라마 , Made in Europe']",1시간 39분,Daniel S?nchez Ar?valo,79%,7.2 (3k),7.2,30,"문제를 일으켜 소년원에 들어간 엑토르. 처음으로 개와 교감을 나눈다. 얼마 후, 개가 어디론가 입양됐다는 소식에 무작정 그곳을 뛰쳐나온 소년. 처음엔 개를 찾겠다는 일념이 전부였다. 형과 할머니가 이 여행에 동행하기 전까지는.",https://images.justwatch.com/poster/146526529/s592
위험한 이웃,-2018,"['범죄 , 다큐멘터리 , 스릴러 , 드라마']",1시간 31분,Skye Borgman,72%,6.8 (17k),6.8,170,다정한 이웃인 줄 알았던 중년의 소아성애자로부터 유괴당한 여성과 그녀의 가족이 겪어야 했던 끔찍한 경험을 기록한 다큐멘터리,https://images.justwatch.com/poster/98763424/s592
아메리칸 패스토럴,-2016,"['범죄 , 드라마']",1시간 48분,Ewan McGregor,68%,6.1 (16k),6.1,160,"아름다운 아내 던, 사랑스러운 딸 메리와 함께 여유와 행복을 모두 누리며 살던 스위드의 삶은, 마을에서 일어난 폭발 테러 살인사건이 메리의 반정부 운동 개입과 관련이 있다는 의혹이 붉어진 후 처참하게 무너져 내리기 시작한다.  사건 이후, 자취를 감춰버린 버린 메리.  모든 것을 내던진 채, 딸을 찾기 위해 자신의 남은 인생 모두를 쏟아 붓는 스위드는  자신의 삶이 파국으로 치닫는 것을 목격한 뒤에도, 그녀를 결코 포기하지 못한다.  자기 자신조차 잃게 만든 희생, 끈질기게 딸의 행방을 쫓는 아버지.  하지만 여전히 생사조차 알 수 없는 딸.  마침내, 스위드는 오물이 뒤덮인 한 폐허에서 믿을 수 없는 모습을 한 메리와 마주 하는데…",https://images.justwatch.com/poster/10589117/s592
몸을 죽이는 자본의 밥상,-2017,['다큐멘터리'],1시간 32분,Keegan Kuhn,79%,7.4 (28k),7.4,280,현대 식생활의 폐해나 건강문제를 의사를 비롯한 다양한 전문가들이 색다른 시각에서 조명한 다큐멘터리,https://images.justwatch.com/poster/64072967/s592
그 여름의 일주일,-2021,"['드라마 , 가족']",1시간 34분,Roman White,72%,5.8 (4k),5.8,40,"문제투성이 10대 소년에게 더 나은 선택은 없다. 여름 캠프에 참가하는 수밖에. 원치 않게 따라간 그곳에서, 뜻밖의 사랑과 친구를 만나는 소년. 왜지? 집에 온 기분이야!",https://images.justwatch.com/poster/242634440/s592
그 숲에선 누구도 잠들 수 없다 2,-2021,"['공포 , 스릴러 , 코미디']",1시간 37분,Bartosz M. Kowalski,49%,3.9 (3k),3.9,30,"피로 얼룩진 그날의 생존자. 친구들이 모두 죽은 후, 홀로 남은 그녀에게 끔찍한 일이 생겼다. 또 한 번의 살육이 벌어질 것인가. 한 신입 경찰이 두려움을 무릅쓰고 숲으로 향한다.",https://images.justwatch.com/poster/254216866/s592
엘리노어 릭비: 그남자 그여자,-2014,"['드라마 , 로맨스']",1시간 59분,Ned Benson,69%,6.3 (12k),6.3,120,"내 심장은 하나뿐이야, 그러니까 날 떠나지 마…  뜨겁게 사랑했던 코너(제임스 맥어보이)와 릭비(제시카 차스테인)  하지만 어느 날, 예고없이 릭비가 사라져버리고  릭비 없이 단 하루도 살 수 없는 코너는 그녀를 찾아다니는데…  함께라는 것만으로도 가슴 벅찼던 그 때로 돌아갈 수 있을까?  예기치 못한 사건으로 인한 마음의 상처를 감당하지 못한 릭비.  코너를 떠나 새로운 삶을 시작하려 하지만 벗어나려 할수록 그가 그리워진다.",https://images.justwatch.com/poster/86597871/s592
래버너스,-2017,"['SF , 애니메이션 , 드라마 , 공포 , 스릴러 , 액션 , 다큐멘터리']",1시간 43분,Thomas Baudre,65%,5.8 (9k),5.8,90,"북퀘벡의 조용한 시골마을. 아름다운 전원에는 살육의 흔적만이 남아있다. 생존자들은 좀비의 습격을 피해 안전한 곳을 찾아서 떠나고 한 자급자족 커플의 집에 모인다. 아코디언을 든 여자, 친구를 잃은 남자, 소녀, 할아버지와 손자, 터프한 비즈니스 우먼. 이들은 살아남을 수 있을 것인가?  (2018년 제22회 부천국제판타스틱영화제)",https://images.justwatch.com/poster/218708697/s592
엑스트레모,-2021,"['스릴러 , 판타지 , 액션 , 범죄 , 드라마']",1시간 51분,Daniel Benmayor,71%,5.8 (4k),5.8,40,이제는 은퇴한 살인 청부업자. 그가 보복의 길에 나선다. 가족을 처절하게 배신한 이복 형제에게 진정한 복수가 무엇인지 보여주리라. 긴박감 넘치는 액션으로 가득한 스릴러.,https://images.justwatch.com/poster/247647718/s592
마크 매런: 빌어먹을 종말 따위,-2020,"['코미디 , 다큐멘터리']",1시간 11분,Lynn Shelton,76%,6.8 (1k),6.8,10,"존재론적 불안을 잊으려면 뭐라도 믿어야지. 비타민, 강황, 가짜 뉴스. 그래도 마블 유니버스 광신도 어른이만은 못 참겠다는 마크 매런. 히어로 판타지에 치를 떠는 그가 내놓은 종말 판타지, 어디 한번 들어볼까? (feat. 아이언맨)",https://images.justwatch.com/poster/172353891/s592
콜디스트 게임,-2019,"['스릴러 , 역사 , 스포츠 , Made in Europe']",1시간 36분,Łukasz Ko?micki,68%,6.2 (10k),6.2,100,"1962년, 폴란드에서 열린 미국과 소련의 체스 대결. 소련의 챔피언에 대항해 미국은 천재 수학자를 투입한다. 하지만 그가 맡은 임무는 체스만이 아니었으니. 시합 뒤에 숨은 거대한 스파이 전쟁. 세계의 운명이 그의 손에 달렸다.",https://images.justwatch.com/poster/247700106/s592
그래도 지구는 평평하다,-2018,['다큐멘터리'],1시간 36분,None,70%,6.5 (9k),6.5,90,"지구가 둥글다는 건 모두가 인정하는 사실. 잠깐, ‘모두’가 아니었다. 지구가 평평하다고 확신하는 사람들이 있기 때문. 이들에 따르면 구체 지구 이론은 《트루먼 쇼》 같은 음모이자 속임수라고. 그렇다면 평면 지구 이론의 근거는?",https://images.justwatch.com/poster/91082817/s592
나쁜 아이들,-2018,"['코미디 , Made in Europe']",1시간 40분,Kheiron,82%,7.3 (5k),7.3,50,"양어머니와 함께 사는 파리의 사기꾼 청년. 트라우마로 고통받는 그가 문제아들의 멘토가 된다. 불안한 동행, 끝은 어디일까? 진정한 회복과 구원을 찾는 여정이 시작된다.",https://images.justwatch.com/poster/250478174/s592
베이비시터를 위한 몬스터 사냥 가이드,-2020,"['판타지 , 코미디 , 가족']",1시간 38분,Rachel Talalay,67%,5.4 (3k),5.4,30,"핼러윈에 날벼락을 맞은 10대 소녀. 돌보던 아이가 납치당했다, 그것도 부기맨과 그의 부하 괴물들에게. 그렇다면 싸우는 수밖에. 베이비시터들의 비밀 결사단이 나가신다!",https://images.justwatch.com/poster/212960229/s592
Sad Hill Unearthed,-2017,"['다큐멘터리 , Made in Europe']",1시간 26분,Guillermo de Oliveira,78%,7.4 (1k),7.4,10,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western “The Good, the Bad and the Ugly,” directed by Sergio Leone in 1966.",https://images.justwatch.com/poster/241532578/s592
비기: 할 말이 있어,-2021,"['다큐멘터리 , 음악']",1시간 37분,Emmett Malloy,77%,6.9 (4k),6.9,40,"힙합의 전설, 노토리어스 비아이지를 기념하는 다큐멘터리. 브루클린 거리를 방황하던 소년은 어떻게 랩의 제왕이 되었을까. 생생한 영상과 인터뷰가 그 여정을 들려준다.",https://images.justwatch.com/poster/242012808/s592
라스트 데이스 오브 아메리칸 크라임,-2020,"['스릴러 , 액션 , 범죄 , 드라마 , SF']",2시간 29분,Olivier Megaton,58%,3.7 (11k),3.7,110,"일주일 후면 신호가 켜진다. 범죄 발생을 막기 위해, 개인의 머릿속을 통제하려는 정부. 자유가 사라지기 전에, 베테랑 은행 강도가 일생일대의 마지막 범죄를 계획한다.",https://images.justwatch.com/poster/184658627/s592
천의 얼굴 프란시스코,-2016,"['스릴러 , Made in Europe']",2시간 3분,Alberto Rodr?guez Librero,73%,6.9 (7k),6.9,70,부패공직자가 횡령한 돈을 둘러싼 여러사람의 음모와 술수를 그린 작품.,https://images.justwatch.com/poster/176588470/s592
내 친구들은 모두 죽었다,-2020,"['스릴러 , 드라마 , 코미디 , 범죄']",1시간 35분,Jan Belcl,65%,5.8 (5k),5.8,50,"한 집에 모여 새해 전야 파티를 벌이는 청춘 남녀. 시작은 좋았다. 하지만 장난에서 비롯된 사고가 걷잡을 수 없이 커지고, 사랑과 배신이 뒤얽힌 모두의 비밀이 하나둘 터져 나오니, 그 끝은 생지옥. 이승에서의 새해맞이는 글렀다.",https://images.justwatch.com/poster/241525314/s592
"아호, 나의 아들",-2019,['드라마'],2시간 36분,Chung Mong-Hong,82%,1.0 (1),1,1,"운전 강사일을 하는 아버지와 미용사인 어머니, 그리고 아버지의 큰 기대 속에 의대 입학 재시험을 준비하는 고등학생 형 아호와 이 집안의 유일한 문제아 막내까지, 이 영화는 평범한 네 가족에 관한 이야기다. 막내 아들이 사고를 치고 소년원에 가게 되면서 가족들은 뿔뿔이 흩어지게 되는데...",https://images.justwatch.com/poster/240889112/s592
서울역,-2016,"['공포 , 다큐멘터리 , 애니메이션 , 액션 , SF , 스릴러']",1시간 32분,Yeon Sang-ho,70%,6.2 (6k),6.2,60,"대한민국의 사회, 역사, 시대를 관통하는 서울역. 어느 날, 치유가 불가능한 상태의 노숙자가 비틀거리는 가운데  집을 나온 소녀와 남자친구, 그리고 딸을 찾는 아버지가 이 곳에 함께 한다. 이윽고 서울역을 시작으로 이상 바이러스가 퍼지기 시작하고, 서울은 삽시간에 통제 불능 상태가 되는데…",https://images.justwatch.com/poster/8810020/s592
Cobra Kai - The Afterparty,-2021,[''],34min,None,None,1.0 (1),1,1,"Ralph Macchio, William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of ""F Is for Family.""",https://images.justwatch.com/poster/248038325/s592
게임 오버,-2018,"['액션 , 코미디']",1시간 40분,Kyle Newacheck,62%,5.4 (28k),5.4,280,"게임 투자를 받기 위해 호텔로 향한 세 친구들! 하지만 웬 테러리스트들이 호텔을 점령하더니 투자자를 인질로 잡아버렸고 게임을, 인질을 아니 투자자를 구하기 위해 이들이 움직인다",https://images.justwatch.com/poster/52204931/s592
슈퍼로페스,-2018,"['코미디 , SF , 액션 , Made in Europe']",1시간 48분,Javier Ruiz Caldera,60%,5.4 (3k),5.4,30,"초능력을 숨기며 살아온 후안 로페스. 어느 날 정체가 들통나자, 세상을 구하란다. 하늘을 나는 법도 슈트 사용법도 어설픈 나, 슈퍼히어로 맞아? 스페인 인기 카툰 원작",https://images.justwatch.com/poster/133977220/s592
불가사리 7,-2020,['공포'],1시간 43분,Don Michael Paul,71%,1.0 (1),1,1,"보호 구역으로 지정된 아름다운 섬. 짭잘한 사냥 관광 사업을 위해, 이곳에 한 기업가가 괴물 포식자를 들였다. 사람들이 괴물의 먹이가 되고 걷잡을 수 없는 상황이 전개된 건 당연지사. 전설의 괴물 사냥꾼 버트 거머가 나서야 할 땐가.",https://images.justwatch.com/poster/210610989/s592
그는 야구장에 갔다,-2017,"['다큐멘터리 , 범죄 , 스포츠']",40min,None,79%,7.4 (7k),7.4,70,"살인 혐의로 체포된 후안 카탈란. 무죄를 주장하는 그에게 희망은 없었다, 영상 하나가 발견되기 전까지는....  인기 TV 프로그램의 편집 전 영상, 그 안에 증거가 있다!",https://images.justwatch.com/poster/28075372/s592
특파원,-2016,['코미디'],1시간 40분,Ricky Gervais,64%,5.9 (22k),5.9,220,"옥신각신하는 한 라디오 방송팀이 여권을 잃어버리면서 교전 지역에서 직접 보도하는 것처럼 계략을 꾸미고, 그로 인해 상황은 점점 꼬이기 시작한다.",https://images.justwatch.com/poster/11348545/s592
나루토 극장판 3기-대흥분! 초승달섬의 애니멀소동,-2006,"['액션 , 애니메이션']",1시간 35분,Toshiyuki Tsuru,76%,6.5 (3k),6.5,30,"불의 나라 나뭇잎 마을의 좌충우돌 닌자 4인방, 나루토-카카시-사쿠라-록리. 나루토 군단은 초승달 섬의 왕자 ‘히카루’ 무리를 무사히 마을로 안내하는 임무를 맡게 된다. 진귀한 세계 보물을 가득 실은 무리는 가는 길목마다 수많은 악당들의 공격을 받게 되고, 설상가상 희귀동물로 가득한 서커스단까지 통째로 사들여 이들의 여정은 더욱 고난의 연속이다. 마침내, 어렵사리 도착한 초승달 섬. 하지만 섬에서 만난 정체 불명의 닌자 3인조는 마을을 지배한 채 히카루 왕자와 나루토 군단을 향해 엄청난 공격을 퍼붓기 시작하는데... 과연 나루토 군단은 위기에 빠진 초승달 섬을 구할 수 있을까?",https://images.justwatch.com/poster/151341468/s592
파라메딕 앙헬,-2020,"['스릴러 , 액션 , 범죄 , 드라마']",1시간 34분,Carles Torras,66%,5.7 (11k),5.7,110,"구급요원 앙헬. 사고로 다리를 쓸 수 없게 되자 세상이 온통 달라 보인다. 헌신적이던 애인도 어쩐지 수상하다. 가장 힘든 지금 나를 배신하려는 걸까? 그렇다면 용서할 수 없지. 의심은 갈수록 깊어지고, 지식은 복수심에 기름을 붓는다.",https://images.justwatch.com/poster/204860043/s592
인페르노 속으로: 마그마의 세계,-2016,['다큐멘터리'],1시간 47분,Werner Herzog,78%,7.2 (8k),7.2,80,마그마와 용암으로 불의 심장을 토해내는 대자연. 베르너 헤어조크 감독이 담아낸 이 영상의 대서사시는 화산의 가공할 위력과 토착민들의 전통 의식의 관계를 들여다본다.,https://images.justwatch.com/poster/11648272/s592
알고리즘의 편견,-2020,['다큐멘터리'],1시간 26분,Shalini Kantayya,76%,6.7 (2k),6.7,20,MIT 미디어 랩의 연구원 조이 부올람위니가 안면 인식 소프트웨어에서 이상한 점을 발견한다. 왜 흑인 여성의 얼굴은 제대로 인식하지 못하는 것일까. 이 질문에서 출발해 알고리즘 속 편견과 차별을 파헤쳐가는 다큐멘터리.,https://images.justwatch.com/poster/168166655/s592
화이트 걸,-2016,"['드라마 , 공포 , 범죄']",1시간 28분,Nadia Latif,64%,5.7 (10k),5.7,100,"코카인과 갖가지 환락을 찾아 뉴욕을 누비던 여대생은 진정으로 곁에 두고 싶은 존재를 만나지만, 자칫하면 그를 영영 놓칠 위기가 찾아온다.",https://images.justwatch.com/poster/9352324/s592
사이다처럼 말이 톡톡 솟아올라,-2020,['드라마'],1시간 27분,Kyohei Ishiguro,81%,1.0 (1),1,1,"열일곱 여름, 그 빛나던 계절에, 너를 만났다. 하이쿠를 좋아하는 과묵한 소년과 명랑하지만 콤플렉스가 있는 소녀. 작은 우연이, 평생 못 잊을 마법 같은 여름을 둘에게 선사한다.",https://images.justwatch.com/poster/245250717/s592
사서함 1142: 미국의 비밀 나치 수용소,-2021,['애니메이션'],34min,"Daniel Sivan ,  Mor Loushy",73%,6.3,6.3,1,2차대전 참전 군인들의 증언을 통해 미국 내 비밀 군부대의 정체를 파헤친 단편 애니메이션 다큐멘터리. 미국으로 건너온 유대인 병사들이 나치 전범을 조사했던 수용소가 그 모습을 드러낸다.,https://images.justwatch.com/poster/254208791/s592
목소리들,-2020,"['스릴러 , 공포 , Made in Europe']",1시간 38분,?ngel G?mez Hern?ndez,73%,1.0 (1),1,1,"새집에 이사 온 뒤 어린 아들이 이상한 목소리가 들린다며 밤잠을 설친다. 별일 아니라고 생각한 어느 날, 아이는 수영장에서 익사체로 발견된다. 그리고 슬픔에 빠진 아버지의 귀에 들리는 소리. 아빠, 도와주세요! 진짜 아들 목소리일까.",https://images.justwatch.com/poster/258733364/s592
슈퍼 미,-2019,"['판타지 , SF , 드라마']",1시간 42분,Zhang Chong,74%,5.9 (1k),5.9,10,"빚에 허덕이며 근근이 살아가던 각본가. 어느 날 갑자기 꿈속의 보물을 현실로 가져올 수 있는 초능력을 갖게 된다. 넘치는 돈과 명성, 짝사랑하던 여자의 마음까지. 하루아침에 모든 소망을 이루게 되는데. 이제 고생 끝, 행복 시작?",https://images.justwatch.com/poster/246315490/s592
라스트 썸머,-2019,['코미디'],1시간 49분,William Bindley,67%,1.0 (1),1,1,"이제 막 고등학교를 졸업한 시카고의 십 대들. 그들이 여름을 맞이한다. 자유로울 수 있는 마지막 기회. 사랑도 꿈도 불투명하지만, 마음이 원하는 길을 가고 싶다.",https://images.justwatch.com/poster/127482532/s592
천장지구 2,-1993,"['액션 , 로맨스 , 드라마 , 범죄']",1시간 27분,Benny Chan,70%,6.1,6.1,1,"아부는 자신의 잘못으로 어머니가 죽게 되자 아버지와의 심한 갈등 끝에 집을 나와 떠돈다. 그는 불법적인 오토바이 내기 경기로 돈을 받아 밑바닥 인생을 영위하며, 아무런 희망도 삶의 가치도 존재하지 않는다. 오직 숨막히는 스피드의 순간만이 존재할뿐. 그러던 어느날 조직 폭력배 사이에서 살인을 목격하고 쫓기는 청순한 여인 소천을 구해준다. 대륙으로부터 도망쳐와 시국사범으로 붙잡힌 동생을 구하기 위한 목적으로 불법체류중인 소천. 그녀는 돈을 벌기위해 매춘 조직에 결탁된 상태로 그녀와 아부의 만남은 허무한 스침의 연속일 뿐 이었으나 폭력배의 추적은 점점 그 둘을 하나가 되게했다. 아부는 제몸을 추스르지도 못할 정도로 힘겹지만, 그녀를 지키기 위해 필사의 노력을 한다. 한편 소천의 상냥함에 조금씩 감화되어가는 아들을 보며 부자지간의 새로운 정을 느끼는 부의 아버지는 아들과의 갈등을 허무러 뜨리고자 조금씩 다가가는데, 친구의 뜻밖의 개입으로 아부는 운명의 새로운 바람에 휩싸인다.",https://images.justwatch.com/poster/245495158/s592
높이 나는 새,-2019,"['드라마 , 스포츠']",1시간 30분,Steven Soderbergh,66%,6.2 (8k),6.2,80,"문을 닫은 NBA 리그, 일할 데 없는 신인 선수. 그의 에이전트는 위기를 벗어날 대책을 세운다. 선수의 인생을 구하고 리그의 권력 구조를 뒤흔들 작전은 성공할 수 있을까.",https://images.justwatch.com/poster/105033411/s592
대체불가 당신,-2018,"['로맨스 , 코미디 , 드라마']",1시간 36분,Stephanie Laing,74%,6.4 (9k),6.4,90,다이어트 중지. 결혼식도 취소. 말기 암 진단을 받은 애비에게 남은 숙제는 딱 하나. 평생을 약속한 샘에게 새 짝을 찾아주는 일이다. 미쳤다고? 사랑한다면 이쯤이야!,https://images.justwatch.com/poster/46060057/s592
열혈남아,-1988,"['드라마 , 로맨스 , 범죄']",1시간 42분,Wong Kar-wai,77%,7.0 (9k),7,90,대만에 살고 있는 아화는 홍콩에 있는 병원에 진찰을 받기 위해 소화의 집에 며칠 묵게 된다. 의형제를 맺은 동생 창파에게 빚을 지고 갚지 않는 일을 해결한 소화는 자신과 상의없이 낙태 수술을 한 애인 마벨과 다투고 헤어져 우울해한다. 한편 창파는 동생 하서가 당구내기에서 돈을 잃자 그들과 내기를 두다가 행패를 부리고 쫓기다 두들겨맞는다. 아화는 소화와 영화를 보러가려다 피를 흘리고 온 창파를 보고 소화가 범죄 조직에 있음을 알게 된다. 소화는 창파의 보복을 하고 그 역시 상처를 입고 집에 돌아오는데 두 사람은 서로 사랑하게 되지만 아화는 편지를 남기고 란타우 섬으로 돌아간다. 또다른 동생인 화서의 결혼식 피로연이 돈이 없어 너무나 초라해 화를 내는 아서의 장인과 다툰 창파는 우울해한다.,https://images.justwatch.com/poster/241501010/s592
러브 웨딩 리피트,-2020,"['코미디 , 로맨스']",1시간 40분,Dean Craig,63%,5.5 (19k),5.5,190,하나뿐인 여동생의 결혼식. 테이블 배치 때문에 대혼란이 일어난다. 설상가상 마음에 둔 그녀까지 놓쳐버린 잭. 만약 처음으로 다시 돌아가 다른 방법을 쓴다면 어떨까?,https://images.justwatch.com/poster/183513684/s592
